stem,domain,cell,s,g,y,judge
stem_0117,econ,HH,1,1,7.7753822081979544,Qwen/Qwen2.5-7B-Instruct
stem_0118,econ,LL,0,0,7.046576072860286,Qwen/Qwen2.5-7B-Instruct
stem_0118,econ,LH,0,1,8.12847160003913,Qwen/Qwen2.5-7B-Instruct
stem_0118,econ,HL,1,0,7.677903760848606,Qwen/Qwen2.5-7B-Instruct
stem_0118,econ,HH,1,1,8.10568952841784,Qwen/Qwen2.5-7B-Instruct
stem_0119,econ,LL,0,0,6.150326354474171,Qwen/Qwen2.5-7B-Instruct
stem_0119,econ,LH,0,1,7.799708495958822,Qwen/Qwen2.5-7B-Instruct
stem_0119,econ,HL,1,0,7.58954315391649,Qwen/Qwen2.5-7B-Instruct
stem_0119,econ,HH,1,1,7.892248325196751,Qwen/Qwen2.5-7B-Instruct
stem_0120,econ,LL,0,0,5.56910075209335,Qwen/Qwen2.5-7B-Instruct
stem_0120,econ,LH,0,1,7.346276988249102,Qwen/Qwen2.5-7B-Instruct
stem_0120,econ,HL,1,0,6.554662442822538,Qwen/Qwen2.5-7B-Instruct
stem_0120,econ,HH,1,1,7.64263194972256,Qwen/Qwen2.5-7B-Instruct
stem_0121,econ,LL,0,0,5.2355825797225,Qwen/Qwen2.5-7B-Instruct
stem_0121,econ,LH,0,1,6.842672908063896,Qwen/Qwen2.5-7B-Instruct
stem_0121,econ,HL,1,0,6.625448410371636,Qwen/Qwen2.5-7B-Instruct
stem_0121,econ,HH,1,1,7.557007605603803,Qwen/Qwen2.5-7B-Instruct
stem_0122,econ,LL,0,0,4.528025601514491,Qwen/Qwen2.5-7B-Instruct
stem_0122,econ,LH,0,1,7.485550048596795,Qwen/Qwen2.5-7B-Instruct
stem_0122,econ,HL,1,0,7.108501769872608,Qwen/Qwen2.5-7B-Instruct
stem_0122,econ,HH,1,1,7.817825083468665,Qwen/Qwen2.5-7B-Instruct
stem_0123,econ,LL,0,0,5.542899324023029,Qwen/Qwen2.5-7B-Instruct
stem_0123,econ,LH,0,1,7.497113182822198,Qwen/Qwen2.5-7B-Instruct
stem_0123,econ,HL,1,0,6.777392702110265,Qwen/Qwen2.5-7B-Instruct
stem_0123,econ,HH,1,1,7.595502617322734,Qwen/Qwen2.5-7B-Instruct
stem_0124,econ,LL,0,0,4.874158976695716,Qwen/Qwen2.5-7B-Instruct
stem_0124,econ,LH,0,1,7.949939899314459,Qwen/Qwen2.5-7B-Instruct
stem_0124,econ,HL,1,0,7.343924673337705,Qwen/Qwen2.5-7B-Instruct
stem_0124,econ,HH,1,1,7.606426954237865,Qwen/Qwen2.5-7B-Instruct
stem_0125,econ,LL,0,0,6.218722406764747,Qwen/Qwen2.5-7B-Instruct
stem_0125,econ,LH,0,1,7.628260964538437,Qwen/Qwen2.5-7B-Instruct
stem_0125,econ,HL,1,0,6.9451609584617335,Qwen/Qwen2.5-7B-Instruct
stem_0125,econ,HH,1,1,7.80438573217997,Qwen/Qwen2.5-7B-Instruct
stem_0126,econ,LL,0,0,4.694694965218042,Qwen/Qwen2.5-7B-Instruct
stem_0126,econ,LH,0,1,7.324001544721173,Qwen/Qwen2.5-7B-Instruct
stem_0126,econ,HL,1,0,7.531361306746029,Qwen/Qwen2.5-7B-Instruct
stem_0126,econ,HH,1,1,7.806580198454957,Qwen/Qwen2.5-7B-Instruct
stem_0127,econ,LL,0,0,5.620239230564396,Qwen/Qwen2.5-7B-Instruct
stem_0127,econ,LH,0,1,7.628924188375166,Qwen/Qwen2.5-7B-Instruct
stem_0127,econ,HL,1,0,7.405062662741352,Qwen/Qwen2.5-7B-Instruct
stem_0127,econ,HH,1,1,7.837894742351293,Qwen/Qwen2.5-7B-Instruct
stem_0128,econ,LL,0,0,5.019771475007474,Qwen/Qwen2.5-7B-Instruct
stem_0128,econ,LH,0,1,6.7294155872397825,Qwen/Qwen2.5-7B-Instruct
stem_0128,econ,HL,1,0,7.6805954292759,Qwen/Qwen2.5-7B-Instruct
stem_0128,econ,HH,1,1,7.895555740795814,Qwen/Qwen2.5-7B-Instruct
stem_0129,econ,LL,0,0,4.817158040044698,Qwen/Qwen2.5-7B-Instruct
stem_0129,econ,LH,0,1,7.131040950649339,Qwen/Qwen2.5-7B-Instruct
stem_0129,econ,HL,1,0,7.240981646571767,Qwen/Qwen2.5-7B-Instruct
stem_0129,econ,HH,1,1,8.25949831964131,Qwen/Qwen2.5-7B-Instruct
stem_0130,econ,LL,0,0,6.294164149822607,Qwen/Qwen2.5-7B-Instruct
stem_0130,econ,LH,0,1,7.801507757111231,Qwen/Qwen2.5-7B-Instruct
stem_0130,econ,HL,1,0,7.37805102597159,Qwen/Qwen2.5-7B-Instruct
stem_0130,econ,HH,1,1,7.757387088047664,Qwen/Qwen2.5-7B-Instruct
stem_0132,econ,LL,0,0,5.566234449529053,Qwen/Qwen2.5-7B-Instruct
stem_0132,econ,LH,0,1,6.3575173106467116,Qwen/Qwen2.5-7B-Instruct
stem_0132,econ,HL,1,0,7.289913606404278,Qwen/Qwen2.5-7B-Instruct
stem_0132,econ,HH,1,1,7.669348471506404,Qwen/Qwen2.5-7B-Instruct
stem_0133,econ,LL,0,0,6.268742336649549,Qwen/Qwen2.5-7B-Instruct
stem_0133,econ,LH,0,1,7.678678628244754,Qwen/Qwen2.5-7B-Instruct
stem_0133,econ,HL,1,0,7.377221521438474,Qwen/Qwen2.5-7B-Instruct
stem_0133,econ,HH,1,1,7.690231940332903,Qwen/Qwen2.5-7B-Instruct
stem_0134,econ,LL,0,0,7.168197632290264,Qwen/Qwen2.5-7B-Instruct
stem_0134,econ,LH,0,1,7.672391715694021,Qwen/Qwen2.5-7B-Instruct
stem_0134,econ,HL,1,0,7.005026006391137,Qwen/Qwen2.5-7B-Instruct
stem_0134,econ,HH,1,1,7.416068903774678,Qwen/Qwen2.5-7B-Instruct
stem_0135,econ,LL,0,0,5.774652598105213,Qwen/Qwen2.5-7B-Instruct
stem_0135,econ,LH,0,1,7.6956242484315105,Qwen/Qwen2.5-7B-Instruct
stem_0135,econ,HL,1,0,6.958868425054897,Qwen/Qwen2.5-7B-Instruct
stem_0135,econ,HH,1,1,7.4638907556319785,Qwen/Qwen2.5-7B-Instruct
stem_0136,econ,LL,0,0,5.431075031698302,Qwen/Qwen2.5-7B-Instruct
stem_0136,econ,LH,0,1,7.662971502881048,Qwen/Qwen2.5-7B-Instruct
stem_0136,econ,HL,1,0,7.206742107990511,Qwen/Qwen2.5-7B-Instruct
stem_0136,econ,HH,1,1,8.034066045015237,Qwen/Qwen2.5-7B-Instruct
stem_0137,econ,LL,0,0,7.878378813799326,Qwen/Qwen2.5-7B-Instruct
stem_0137,econ,LH,0,1,7.766167326745974,Qwen/Qwen2.5-7B-Instruct
stem_0137,econ,HL,1,0,7.279242482363271,Qwen/Qwen2.5-7B-Instruct
stem_0137,econ,HH,1,1,7.7109604414724835,Qwen/Qwen2.5-7B-Instruct
stem_0138,econ,LL,0,0,5.715655429971972,Qwen/Qwen2.5-7B-Instruct
stem_0138,econ,LH,0,1,7.716483292238223,Qwen/Qwen2.5-7B-Instruct
stem_0138,econ,HL,1,0,7.152143565002923,Qwen/Qwen2.5-7B-Instruct
stem_0138,econ,HH,1,1,7.7393148255166535,Qwen/Qwen2.5-7B-Instruct
stem_0139,econ,LL,0,0,5.454453130781152,Qwen/Qwen2.5-7B-Instruct
stem_0139,econ,LH,0,1,7.619921636838589,Qwen/Qwen2.5-7B-Instruct
stem_0139,econ,HL,1,0,7.513498049479321,Qwen/Qwen2.5-7B-Instruct
stem_0139,econ,HH,1,1,7.784008493170676,Qwen/Qwen2.5-7B-Instruct
stem_0141,econ,LL,0,0,5.399957057001926,Qwen/Qwen2.5-7B-Instruct
stem_0141,econ,LH,0,1,8.379845061030613,Qwen/Qwen2.5-7B-Instruct
stem_0141,econ,HL,1,0,7.675144582965694,Qwen/Qwen2.5-7B-Instruct
stem_0141,econ,HH,1,1,8.096812630290893,Qwen/Qwen2.5-7B-Instruct
stem_0142,econ,LL,0,0,7.355244590167023,Qwen/Qwen2.5-7B-Instruct
stem_0142,econ,LH,0,1,7.826111251028747,Qwen/Qwen2.5-7B-Instruct
stem_0142,econ,HL,1,0,7.256704719599249,Qwen/Qwen2.5-7B-Instruct
stem_0142,econ,HH,1,1,7.586383259315538,Qwen/Qwen2.5-7B-Instruct
stem_0143,econ,LL,0,0,7.654024416847285,Qwen/Qwen2.5-7B-Instruct
stem_0143,econ,LH,0,1,7.868101755976478,Qwen/Qwen2.5-7B-Instruct
stem_0143,econ,HL,1,0,7.337840460642862,Qwen/Qwen2.5-7B-Instruct
stem_0143,econ,HH,1,1,7.6965362227815195,Qwen/Qwen2.5-7B-Instruct
stem_0144,econ,LL,0,0,6.086085282172147,Qwen/Qwen2.5-7B-Instruct
stem_0144,econ,LH,0,1,7.367533446237242,Qwen/Qwen2.5-7B-Instruct
stem_0144,econ,HL,1,0,6.940271260985108,Qwen/Qwen2.5-7B-Instruct
stem_0144,econ,HH,1,1,7.937531551309849,Qwen/Qwen2.5-7B-Instruct
stem_0145,econ,LL,0,0,4.827677891529971,Qwen/Qwen2.5-7B-Instruct
stem_0145,econ,LH,0,1,7.361127233709952,Qwen/Qwen2.5-7B-Instruct
stem_0145,econ,HL,1,0,6.899595096005815,Qwen/Qwen2.5-7B-Instruct
stem_0145,econ,HH,1,1,7.6797618911003855,Qwen/Qwen2.5-7B-Instruct
stem_0146,econ,LL,0,0,5.2741279472864235,Qwen/Qwen2.5-7B-Instruct
stem_0146,econ,LH,0,1,7.625644248388413,Qwen/Qwen2.5-7B-Instruct
stem_0146,econ,HL,1,0,7.35847142894301,Qwen/Qwen2.5-7B-Instruct
stem_0146,econ,HH,1,1,7.787332311948133,Qwen/Qwen2.5-7B-Instruct
stem_0147,econ,LL,0,0,6.431195022959256,Qwen/Qwen2.5-7B-Instruct
stem_0147,econ,LH,0,1,6.729500481034897,Qwen/Qwen2.5-7B-Instruct
stem_0147,econ,HL,1,0,7.133667797185657,Qwen/Qwen2.5-7B-Instruct
stem_0147,econ,HH,1,1,7.702184977143869,Qwen/Qwen2.5-7B-Instruct
stem_0148,econ,LL,0,0,5.008516479213995,Qwen/Qwen2.5-7B-Instruct
stem_0148,econ,LH,0,1,7.5019977380196625,Qwen/Qwen2.5-7B-Instruct
stem_0148,econ,HL,1,0,7.296242324468387,Qwen/Qwen2.5-7B-Instruct
stem_0148,econ,HH,1,1,7.7282162673368004,Qwen/Qwen2.5-7B-Instruct
stem_0149,econ,LL,0,0,7.0166099105291435,Qwen/Qwen2.5-7B-Instruct
stem_0149,econ,LH,0,1,7.543857004457629,Qwen/Qwen2.5-7B-Instruct
stem_0149,econ,HL,1,0,7.120370021413803,Qwen/Qwen2.5-7B-Instruct
stem_0149,econ,HH,1,1,7.836205599100875,Qwen/Qwen2.5-7B-Instruct
stem_0150,econ,LL,0,0,4.961568615098322,Qwen/Qwen2.5-7B-Instruct
stem_0150,econ,LH,0,1,7.732767985492514,Qwen/Qwen2.5-7B-Instruct
stem_0150,econ,HL,1,0,6.634201341530465,Qwen/Qwen2.5-7B-Instruct
stem_0150,econ,HH,1,1,7.759993635543326,Qwen/Qwen2.5-7B-Instruct
stem_0151,econ,LL,0,0,5.783491277814418,Qwen/Qwen2.5-7B-Instruct
stem_0151,econ,LH,0,1,7.839487087203682,Qwen/Qwen2.5-7B-Instruct
stem_0151,econ,HL,1,0,7.350197503549372,Qwen/Qwen2.5-7B-Instruct
stem_0151,econ,HH,1,1,7.831676158060527,Qwen/Qwen2.5-7B-Instruct
stem_0152,econ,LL,0,0,6.572529962321636,Qwen/Qwen2.5-7B-Instruct
stem_0152,econ,LH,0,1,7.621355215618873,Qwen/Qwen2.5-7B-Instruct
stem_0152,econ,HL,1,0,7.726616492343557,Qwen/Qwen2.5-7B-Instruct
stem_0152,econ,HH,1,1,8.220777880154829,Qwen/Qwen2.5-7B-Instruct
stem_0154,ml,LL,0,0,7.296919502890478,Qwen/Qwen2.5-7B-Instruct
stem_0154,ml,LH,0,1,7.748755232457383,Qwen/Qwen2.5-7B-Instruct
stem_0154,ml,HL,1,0,7.463630302104888,Qwen/Qwen2.5-7B-Instruct
stem_0154,ml,HH,1,1,7.725244378425171,Qwen/Qwen2.5-7B-Instruct
stem_0158,ml,LL,0,0,7.309005637290274,Qwen/Qwen2.5-7B-Instruct
stem_0158,ml,LH,0,1,8.11229133892974,Qwen/Qwen2.5-7B-Instruct
stem_0158,ml,HL,1,0,7.115188638852987,Qwen/Qwen2.5-7B-Instruct
stem_0158,ml,HH,1,1,7.7345002737209025,Qwen/Qwen2.5-7B-Instruct
stem_0159,ml,LL,0,0,7.410018033950109,Qwen/Qwen2.5-7B-Instruct
stem_0159,ml,LH,0,1,7.640315922340081,Qwen/Qwen2.5-7B-Instruct
stem_0159,ml,HL,1,0,7.02567009172631,Qwen/Qwen2.5-7B-Instruct
stem_0159,ml,HH,1,1,7.952338769451732,Qwen/Qwen2.5-7B-Instruct
stem_0160,ml,LL,0,0,5.52225315550474,Qwen/Qwen2.5-7B-Instruct
stem_0160,ml,LH,0,1,7.613471043202883,Qwen/Qwen2.5-7B-Instruct
stem_0160,ml,HL,1,0,7.316071705520494,Qwen/Qwen2.5-7B-Instruct
stem_0160,ml,HH,1,1,7.767672496254413,Qwen/Qwen2.5-7B-Instruct
stem_0161,ml,LL,0,0,7.197605980798466,Qwen/Qwen2.5-7B-Instruct
stem_0161,ml,LH,0,1,8.672998181875723,Qwen/Qwen2.5-7B-Instruct
stem_0161,ml,HL,1,0,6.982544150648435,Qwen/Qwen2.5-7B-Instruct
stem_0161,ml,HH,1,1,8.25369654080193,Qwen/Qwen2.5-7B-Instruct
stem_0162,ml,LL,0,0,5.310107631671501,Qwen/Qwen2.5-7B-Instruct
stem_0162,ml,LH,0,1,7.845968767098199,Qwen/Qwen2.5-7B-Instruct
stem_0162,ml,HL,1,0,7.0240827774729135,Qwen/Qwen2.5-7B-Instruct
stem_0162,ml,HH,1,1,7.502355115548254,Qwen/Qwen2.5-7B-Instruct
stem_0163,ml,LL,0,0,6.48171808209399,Qwen/Qwen2.5-7B-Instruct
stem_0163,ml,LH,0,1,7.78357966746418,Qwen/Qwen2.5-7B-Instruct
stem_0163,ml,HL,1,0,7.4166310205705654,Qwen/Qwen2.5-7B-Instruct
stem_0163,ml,HH,1,1,8.138001526600606,Qwen/Qwen2.5-7B-Instruct
stem_0164,ml,LL,0,0,5.491882084477442,Qwen/Qwen2.5-7B-Instruct
stem_0164,ml,LH,0,1,7.780592671094579,Qwen/Qwen2.5-7B-Instruct
stem_0164,ml,HL,1,0,7.316180545592788,Qwen/Qwen2.5-7B-Instruct
stem_0164,ml,HH,1,1,7.517438627916482,Qwen/Qwen2.5-7B-Instruct
stem_0165,ml,LL,0,0,7.542240383863891,Qwen/Qwen2.5-7B-Instruct
stem_0165,ml,LH,0,1,7.82050529748867,Qwen/Qwen2.5-7B-Instruct
stem_0165,ml,HL,1,0,7.446735433172251,Qwen/Qwen2.5-7B-Instruct
stem_0165,ml,HH,1,1,7.777959132322998,Qwen/Qwen2.5-7B-Instruct
stem_0166,ml,LL,0,0,6.919324709594678,Qwen/Qwen2.5-7B-Instruct
stem_0166,ml,LH,0,1,7.669157017184842,Qwen/Qwen2.5-7B-Instruct
stem_0166,ml,HL,1,0,7.765619551037415,Qwen/Qwen2.5-7B-Instruct
stem_0166,ml,HH,1,1,7.952619740062081,Qwen/Qwen2.5-7B-Instruct
stem_0167,ml,LL,0,0,7.069355277815925,Qwen/Qwen2.5-7B-Instruct
stem_0167,ml,LH,0,1,7.696665099937894,Qwen/Qwen2.5-7B-Instruct
stem_0167,ml,HL,1,0,7.539643523424077,Qwen/Qwen2.5-7B-Instruct
stem_0167,ml,HH,1,1,7.8586797313402625,Qwen/Qwen2.5-7B-Instruct
stem_0168,ml,LL,0,0,4.9852615350527145,Qwen/Qwen2.5-7B-Instruct
stem_0168,ml,LH,0,1,7.754580299456123,Qwen/Qwen2.5-7B-Instruct
stem_0168,ml,HL,1,0,7.225454879001597,Qwen/Qwen2.5-7B-Instruct
stem_0168,ml,HH,1,1,7.722184789676825,Qwen/Qwen2.5-7B-Instruct
stem_0169,ml,LL,0,0,6.424855739879116,Qwen/Qwen2.5-7B-Instruct
stem_0169,ml,LH,0,1,8.116537443598794,Qwen/Qwen2.5-7B-Instruct
stem_0169,ml,HL,1,0,7.481190446016799,Qwen/Qwen2.5-7B-Instruct
stem_0169,ml,HH,1,1,7.9537747565500645,Qwen/Qwen2.5-7B-Instruct
stem_0170,ml,LL,0,0,5.089426083415103,Qwen/Qwen2.5-7B-Instruct
stem_0170,ml,LH,0,1,6.482774448161453,Qwen/Qwen2.5-7B-Instruct
stem_0170,ml,HL,1,0,7.163655604117723,Qwen/Qwen2.5-7B-Instruct
stem_0170,ml,HH,1,1,7.493943403059699,Qwen/Qwen2.5-7B-Instruct
stem_0172,ml,LL,0,0,6.9701605128210655,Qwen/Qwen2.5-7B-Instruct
stem_0172,ml,LH,0,1,7.504744662757468,Qwen/Qwen2.5-7B-Instruct
stem_0172,ml,HL,1,0,7.290612820639254,Qwen/Qwen2.5-7B-Instruct
stem_0172,ml,HH,1,1,8.020465090010182,Qwen/Qwen2.5-7B-Instruct
stem_0173,ml,LL,0,0,6.534610199936763,Qwen/Qwen2.5-7B-Instruct
stem_0173,ml,LH,0,1,7.618589251207812,Qwen/Qwen2.5-7B-Instruct
stem_0173,ml,HL,1,0,7.683277961124436,Qwen/Qwen2.5-7B-Instruct
stem_0173,ml,HH,1,1,8.094551282094741,Qwen/Qwen2.5-7B-Instruct
stem_0174,ml,LL,0,0,6.310457982521145,Qwen/Qwen2.5-7B-Instruct
stem_0174,ml,LH,0,1,7.674239591682166,Qwen/Qwen2.5-7B-Instruct
stem_0174,ml,HL,1,0,7.248548942448413,Qwen/Qwen2.5-7B-Instruct
stem_0174,ml,HH,1,1,7.681757999374001,Qwen/Qwen2.5-7B-Instruct
stem_0175,ml,LL,0,0,7.561316326888963,Qwen/Qwen2.5-7B-Instruct
stem_0175,ml,LH,0,1,8.175090053307882,Qwen/Qwen2.5-7B-Instruct
stem_0175,ml,HL,1,0,7.356718750403618,Qwen/Qwen2.5-7B-Instruct
stem_0175,ml,HH,1,1,7.492687471239621,Qwen/Qwen2.5-7B-Instruct
stem_0176,ml,LL,0,0,6.098686390097768,Qwen/Qwen2.5-7B-Instruct
stem_0176,ml,LH,0,1,7.728724578090499,Qwen/Qwen2.5-7B-Instruct
stem_0176,ml,HL,1,0,7.129334103135855,Qwen/Qwen2.5-7B-Instruct
stem_0176,ml,HH,1,1,7.810468515609838,Qwen/Qwen2.5-7B-Instruct
stem_0177,ml,LL,0,0,5.966736078225283,Qwen/Qwen2.5-7B-Instruct
stem_0177,ml,LH,0,1,7.635681944233917,Qwen/Qwen2.5-7B-Instruct
stem_0177,ml,HL,1,0,7.4511400299337245,Qwen/Qwen2.5-7B-Instruct
stem_0177,ml,HH,1,1,8.131111651918037,Qwen/Qwen2.5-7B-Instruct
stem_0178,ml,LL,0,0,6.430768881812152,Qwen/Qwen2.5-7B-Instruct
stem_0178,ml,LH,0,1,7.663056394974875,Qwen/Qwen2.5-7B-Instruct
stem_0178,ml,HL,1,0,7.448540210861191,Qwen/Qwen2.5-7B-Instruct
stem_0178,ml,HH,1,1,7.693657756896964,Qwen/Qwen2.5-7B-Instruct
stem_0179,ml,LL,0,0,6.959238187018708,Qwen/Qwen2.5-7B-Instruct
stem_0179,ml,LH,0,1,7.571298940290811,Qwen/Qwen2.5-7B-Instruct
stem_0179,ml,HL,1,0,7.301125979792816,Qwen/Qwen2.5-7B-Instruct
stem_0179,ml,HH,1,1,7.652332094525031,Qwen/Qwen2.5-7B-Instruct
stem_0180,ml,LL,0,0,5.863689352765627,Qwen/Qwen2.5-7B-Instruct
stem_0180,ml,LH,0,1,7.119964373693381,Qwen/Qwen2.5-7B-Instruct
stem_0180,ml,HL,1,0,6.998681688506822,Qwen/Qwen2.5-7B-Instruct
stem_0180,ml,HH,1,1,7.893487404419386,Qwen/Qwen2.5-7B-Instruct
stem_0181,ml,LL,0,0,6.035122940397657,Qwen/Qwen2.5-7B-Instruct
stem_0181,ml,LH,0,1,7.33294344445346,Qwen/Qwen2.5-7B-Instruct
stem_0181,ml,HL,1,0,7.228850755533605,Qwen/Qwen2.5-7B-Instruct
stem_0181,ml,HH,1,1,7.585290994910768,Qwen/Qwen2.5-7B-Instruct
stem_0183,econ,LL,0,0,7.258044997015074,Qwen/Qwen2.5-7B-Instruct
stem_0183,econ,LH,0,1,7.752021403968544,Qwen/Qwen2.5-7B-Instruct
stem_0183,econ,HL,1,0,7.508351390400995,Qwen/Qwen2.5-7B-Instruct
stem_0183,econ,HH,1,1,7.966919586255036,Qwen/Qwen2.5-7B-Instruct
stem_0184,econ,LL,0,0,6.664920206626104,Qwen/Qwen2.5-7B-Instruct
stem_0184,econ,LH,0,1,7.662326776532531,Qwen/Qwen2.5-7B-Instruct
stem_0184,econ,HL,1,0,7.324802519225449,Qwen/Qwen2.5-7B-Instruct
stem_0184,econ,HH,1,1,7.675446254094093,Qwen/Qwen2.5-7B-Instruct
stem_0185,econ,LL,0,0,7.1703160304739475,Qwen/Qwen2.5-7B-Instruct
stem_0185,econ,LH,0,1,7.395202812544901,Qwen/Qwen2.5-7B-Instruct
stem_0185,econ,HL,1,0,7.07222209188772,Qwen/Qwen2.5-7B-Instruct
stem_0185,econ,HH,1,1,7.555255895081016,Qwen/Qwen2.5-7B-Instruct
stem_0186,econ,LL,0,0,6.86035881154923,Qwen/Qwen2.5-7B-Instruct
stem_0186,econ,LH,0,1,7.80683672160178,Qwen/Qwen2.5-7B-Instruct
stem_0186,econ,HL,1,0,7.538217238958907,Qwen/Qwen2.5-7B-Instruct
stem_0186,econ,HH,1,1,7.8346548255803405,Qwen/Qwen2.5-7B-Instruct
stem_0187,econ,LL,0,0,5.524623890352268,Qwen/Qwen2.5-7B-Instruct
stem_0187,econ,LH,0,1,7.491467726597373,Qwen/Qwen2.5-7B-Instruct
stem_0187,econ,HL,1,0,7.448232586472928,Qwen/Qwen2.5-7B-Instruct
stem_0187,econ,HH,1,1,8.081265148569296,Qwen/Qwen2.5-7B-Instruct
stem_0188,econ,LL,0,0,5.7109436426967575,Qwen/Qwen2.5-7B-Instruct
stem_0188,econ,LH,0,1,7.604872331997535,Qwen/Qwen2.5-7B-Instruct
stem_0188,econ,HL,1,0,7.562538441650813,Qwen/Qwen2.5-7B-Instruct
stem_0188,econ,HH,1,1,8.374284040994036,Qwen/Qwen2.5-7B-Instruct
stem_0189,econ,LL,0,0,7.5050931378004835,Qwen/Qwen2.5-7B-Instruct
stem_0189,econ,LH,0,1,7.974459398151924,Qwen/Qwen2.5-7B-Instruct
stem_0189,econ,HL,1,0,7.221592121875827,Qwen/Qwen2.5-7B-Instruct
stem_0189,econ,HH,1,1,8.019886913360143,Qwen/Qwen2.5-7B-Instruct
stem_0190,econ,LL,0,0,4.9904791186573885,Qwen/Qwen2.5-7B-Instruct
stem_0190,econ,LH,0,1,7.305590508489607,Qwen/Qwen2.5-7B-Instruct
stem_0190,econ,HL,1,0,7.020433252483351,Qwen/Qwen2.5-7B-Instruct
stem_0190,econ,HH,1,1,7.4760849837464916,Qwen/Qwen2.5-7B-Instruct
stem_0191,econ,LL,0,0,6.997521359903594,Qwen/Qwen2.5-7B-Instruct
stem_0191,econ,LH,0,1,7.781629569362743,Qwen/Qwen2.5-7B-Instruct
stem_0191,econ,HL,1,0,7.367053842237484,Qwen/Qwen2.5-7B-Instruct
stem_0191,econ,HH,1,1,7.9415086299649325,Qwen/Qwen2.5-7B-Instruct
stem_0192,econ,LL,0,0,4.871091449171565,Qwen/Qwen2.5-7B-Instruct
stem_0192,econ,LH,0,1,7.167400524605418,Qwen/Qwen2.5-7B-Instruct
stem_0192,econ,HL,1,0,7.20619759313689,Qwen/Qwen2.5-7B-Instruct
stem_0192,econ,HH,1,1,7.645850581033361,Qwen/Qwen2.5-7B-Instruct
stem_0193,econ,LL,0,0,6.990217831674732,Qwen/Qwen2.5-7B-Instruct
stem_0193,econ,LH,0,1,7.919152827044133,Qwen/Qwen2.5-7B-Instruct
stem_0193,econ,HL,1,0,7.342733760459495,Qwen/Qwen2.5-7B-Instruct
stem_0193,econ,HH,1,1,7.5578436986089645,Qwen/Qwen2.5-7B-Instruct
stem_0194,econ,LL,0,0,6.2469217441507885,Qwen/Qwen2.5-7B-Instruct
stem_0194,econ,LH,0,1,7.485450974332341,Qwen/Qwen2.5-7B-Instruct
stem_0194,econ,HL,1,0,7.204271952867406,Qwen/Qwen2.5-7B-Instruct
stem_0194,econ,HH,1,1,7.641434485899298,Qwen/Qwen2.5-7B-Instruct
stem_0196,econ,LL,0,0,6.998380096389182,Qwen/Qwen2.5-7B-Instruct
stem_0196,econ,LH,0,1,7.965989999421229,Qwen/Qwen2.5-7B-Instruct
stem_0196,econ,HL,1,0,7.296811721067345,Qwen/Qwen2.5-7B-Instruct
stem_0196,econ,HH,1,1,7.874012457401724,Qwen/Qwen2.5-7B-Instruct
stem_0197,econ,LL,0,0,7.310843056619626,Qwen/Qwen2.5-7B-Instruct
stem_0197,econ,LH,0,1,7.506778718234418,Qwen/Qwen2.5-7B-Instruct
stem_0197,econ,HL,1,0,7.236729074581808,Qwen/Qwen2.5-7B-Instruct
stem_0197,econ,HH,1,1,7.660056478693015,Qwen/Qwen2.5-7B-Instruct
stem_0198,econ,LL,0,0,4.340422289574917,Qwen/Qwen2.5-7B-Instruct
stem_0198,econ,LH,0,1,7.416313456323446,Qwen/Qwen2.5-7B-Instruct
stem_0198,econ,HL,1,0,7.472976389038313,Qwen/Qwen2.5-7B-Instruct
stem_0198,econ,HH,1,1,7.6699701747079985,Qwen/Qwen2.5-7B-Instruct
stem_0000,ml,LL,0,0,6.516597531561274,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0000,ml,LH,0,1,7.963025571079925,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0000,ml,HL,1,0,7.243046107338159,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0000,ml,HH,1,1,8.40334558932227,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0004,ml,LL,0,0,7.925562281918246,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0004,ml,LH,0,1,8.405306248925626,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0004,ml,HL,1,0,8.012500920140155,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0004,ml,HH,1,1,8.810464808335382,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0005,ml,LL,0,0,5.666732308454812,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0005,ml,LH,0,1,7.520742024527863,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0005,ml,HL,1,0,6.763493425794877,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0005,ml,HH,1,1,8.219346289697569,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0007,ml,LL,0,0,5.572642356622964,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0007,ml,LH,0,1,5.540128079243004,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0007,ml,HL,1,0,6.153015081654303,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0007,ml,HH,1,1,7.786304934183136,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0008,ml,LL,0,0,5.8587433760403655,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
